country,year,month,arrivals
Hà Lan,2025,2,8525
Hà Lan,2025,3,8870
Hà Lan,2025,4,8503
Hà Lan,2025,5,5126
Hà Lan,2025,6,3878
Hà Lan,2025,7,11913
Hà Lan,2025,8,8690
Hà Lan,2025,9,5109
Hà Lan,2025,10,6473
Hà Lan,2025,11,9482
Hà Lan,2025,12,7545
Hà Lan,2026,1,9458
Hà Lan,2026,2,10583
Hà Lan,2026,3,9620
Hà Lan,2026,4,9080
Hà Lan,2026,5,6240
Hàn Quốc,2008,7,32443
Hàn Quốc,2008,9,31805
Hàn Quốc,2008,10,33898
Hàn Quốc,2008,11,24360
Hàn Quốc,2008,12,32727
Hàn Quốc,2009,1,32997
Hàn Quốc,2009,2,39271
Hàn Quốc,2009,3,32572
Hàn Quốc,2009,4,31285
Hàn Quốc,2009,5,37659
Hàn Quốc,2009,6,31949
Hàn Quốc,2009,7,23906
Hàn Quốc,2009,8,36386
Hàn Quốc,2009,9,25389
Hàn Quốc,2009,10,15109
Hàn Quốc,2009,11,29917
Hàn Quốc,2009,12,34731
Hàn Quốc,2010,1,42068
Hàn Quốc,2010,2,44284
Hàn Quốc,2010,3,45722
Hàn Quốc,2010,4,43152
Hàn Quốc,2010,5,40716
Hàn Quốc,2010,6,35448
Hàn Quốc,2010,7,36827
Hàn Quốc,2010,8,42328
Hàn Quốc,2010,9,33861
Hàn Quốc,2010,10,39197
Hàn Quốc,2010,11,45797
Hàn Quốc,2010,12,45529
Hàn Quốc,2011,1,51794
Hàn Quốc,2011,2,50703
Hàn Quốc,2011,3,41462
Hàn Quốc,2011,4,43817
Hàn Quốc,2011,5,38488
Hàn Quốc,2011,6,39407
Hàn Quốc,2011,7,38948
Hàn Quốc,2011,8,52072
Hàn Quốc,2011,9,23449
Hàn Quốc,2011,10,47888
Hàn Quốc,2011,11,54729
Hàn Quốc,2011,12,52928
Hàn Quốc,2012,1,60624
Hàn Quốc,2012,2,81220
Hàn Quốc,2012,3,64484
Hàn Quốc,2012,4,68272
Hàn Quốc,2012,5,48409
Hàn Quốc,2012,6,46923
Hàn Quốc,2012,7,51075
Hàn Quốc,2012,8,59255
Hàn Quốc,2012,9,46208
Hàn Quốc,2012,10,52179
Hàn Quốc,2012,11,59774
Hàn Quốc,2012,12,64978
Hàn Quốc,2013,1,84283
Hàn Quốc,2013,2,72348
Hàn Quốc,2013,3,67745
Hàn Quốc,2013,4,55720
Hàn Quốc,2013,5,51101
Hàn Quốc,2013,6,54673
Hàn Quốc,2013,7,53269
Hàn Quốc,2013,8,65153
Hàn Quốc,2013,9,57784
Hàn Quốc,2013,10,56628
Hàn Quốc,2013,11,64161
Hàn Quốc,2013,12,65862
Hàn Quốc,2014,1,82277
Hàn Quốc,2014,2,86616
Hàn Quốc,2014,3,69603
Hàn Quốc,2014,4,60301
Hàn Quốc,2014,5,56187
Hàn Quốc,2014,6,50650
Hàn Quốc,2014,7,56450
Hàn Quốc,2014,8,87457
Hàn Quốc,2014,9,68983
Hàn Quốc,2014,10,69608
Hàn Quốc,2014,11,78129
Hàn Quốc,2014,12,83123
Hàn Quốc,2015,1,116450
Hàn Quốc,2015,2,145563
Hàn Quốc,2015,3,90804
Hàn Quốc,2015,4,85297
Hàn Quốc,2015,5,81557
Hàn Quốc,2015,6,72927
Hàn Quốc,2015,7,73108
Hàn Quốc,2015,8,104146
Hàn Quốc,2015,9,80199
Hàn Quốc,2015,10,86775
Hàn Quốc,2015,11,100782
Hàn Quốc,2015,12,114741
Hàn Quốc,2016,1,149330
Hàn Quốc,2016,2,142234
Hàn Quốc,2016,3,116593
Hàn Quốc,2016,4,111154
Hàn Quốc,2016,5,111952
Hàn Quốc,2016,6,109806
Hàn Quốc,2016,7,116960
Hàn Quốc,2016,8,147028
Hàn Quốc,2016,9,128911
Hàn Quốc,2016,10,123052
Hàn Quốc,2016,11,132698
Hàn Quốc,2016,12,154165
Hàn Quốc,2017,1,171932
Hàn Quốc,2017,2,192572
Hàn Quốc,2017,3,162960
Hàn Quốc,2017,4,174373
Hàn Quốc,2017,5,187359
Hàn Quốc,2017,6,177061
Hàn Quốc,2017,7,193569
Hàn Quốc,2017,8,240985
Hàn Quốc,2017,9,213538
Hàn Quốc,2017,10,219733
Hàn Quốc,2017,11,224056
Hàn Quốc,2017,12,257107
Hàn Quốc,2018,1,316314
Hàn Quốc,2018,2,303391
Hàn Quốc,2018,3,272757
Hàn Quốc,2018,4,281385
Hàn Quốc,2018,5,267909
Hàn Quốc,2018,6,271848
Hàn Quốc,2018,7,252396
Hàn Quốc,2018,8,320714
Hàn Quốc,2018,9,277249
Hàn Quốc,2018,10,303417
Hàn Quốc,2018,11,293481
Hàn Quốc,2018,12,324545
Hàn Quốc,2019,1,388977
Hàn Quốc,2019,2,383205
Hàn Quốc,2019,3,335612
Hàn Quốc,2019,4,338085
Hàn Quốc,2019,5,318326
Hàn Quốc,2019,6,314397
Hàn Quốc,2019,7,321493
Hàn Quốc,2019,8,401038
Hàn Quốc,2019,9,339560
Hàn Quốc,2019,10,361113
Hàn Quốc,2019,11,364260
Hàn Quốc,2019,12,424736
Hàn Quốc,2020,1,468423
Hàn Quốc,2020,2,321967
Hàn Quốc,2020,3,28699
Hàn Quốc,2022,1,3564
Hàn Quốc,2022,2,5079
Hàn Quốc,2022,3,5974
Hàn Quốc,2022,4,14025
Hàn Quốc,2022,5,27859
Hàn Quốc,2022,6,51363
Hàn Quốc,2022,7,88335
Hàn Quốc,2022,8,173599
Hàn Quốc,2022,9,119636
Hàn Quốc,2022,10,130185
Hàn Quốc,2022,11,144258
Hàn Quốc,2022,12,201489
Hàn Quốc,2023,1,258946
Hàn Quốc,2023,2,301343
Hàn Quốc,2023,3,250649
Hàn Quốc,2023,4,259357
Hàn Quốc,2023,5,247538
Hàn Quốc,2023,6,284350
Hàn Quốc,2023,7,286126
Hàn Quốc,2023,8,385904
Hàn Quốc,2023,9,310627
Hàn Quốc,2023,10,321171
Hàn Quốc,2023,11,316839
Hàn Quốc,2023,12,372212
Hàn Quốc,2024,1,417576
Hàn Quốc,2024,2,426506
Hàn Quốc,2024,3,388795
Hàn Quốc,2024,4,367939
Hàn Quốc,2024,5,351246
Hàn Quốc,2024,6,329617
Hàn Quốc,2024,7,309151
Hàn Quốc,2024,8,421158
Hàn Quốc,2024,9,355712
Hàn Quốc,2024,10,367022
Hàn Quốc,2024,11,399150
Hàn Quốc,2024,12,435069
Hàn Quốc,2025,1,417116
Hàn Quốc,2025,2,468026
Hàn Quốc,2025,3,374989
Hàn Quốc,2025,4,326140
Hàn Quốc,2025,5,318572
Hàn Quốc,2025,6,303130
Hàn Quốc,2025,7,317070
Hàn Quốc,2025,8,384167
Hàn Quốc,2025,9,328530
Hàn Quốc,2025,10,360941
Hàn Quốc,2025,11,343998
Hàn Quốc,2025,12,388732
Hàn Quốc,2026,1,489669
Hàn Quốc,2026,2,481589
Hàn Quốc,2026,3,355167
Hàn Quốc,2026,4,320062
Hàn Quốc,2026,5,277919
Hồng Kông,2008,7,375
Hồng Kông,2008,9,390
Hồng Kông,2008,10,644
Hồng Kông,2012,12,700
Hồng Kông,2013,1,887
Hồng Kông,2013,2,475
Hồng Kông,2013,3,423
Hồng Kông,2013,4,1087
Hồng Kông,2013,5,555
Hồng Kông,2013,6,767
Hồng Kông,2013,7,887
Hồng Kông,2013,8,853
Hồng Kông,2013,9,630
Hồng Kông,2013,10,722
Hồng Kông,2013,11,1129
Hồng Kông,2013,12,1817
Hồng Kông,2014,1,1660
Hồng Kông,2014,2,2736
Hồng Kông,2014,3,1421
Hồng Kông,2014,4,1943
Hồng Kông,2014,5,1825
Hồng Kông,2014,6,506
Hồng Kông,2014,7,644
Hồng Kông,2014,8,982
Hồng Kông,2014,9,790
Hồng Kông,2014,10,705
Hồng Kông,2014,11,627
Hồng Kông,2014,12,1032
Hồng Kông,2015,1,1094
Hồng Kông,2015,2,1061
Hồng Kông,2015,3,959
Hồng Kông,2015,4,1415
Hồng Kông,2015,5,1287
Hồng Kông,2015,6,1737
Hồng Kông,2015,7,1958
Hồng Kông,2015,8,2671
Hồng Kông,2015,9,2528
Hồng Kông,2015,10,2204
Hồng Kông,2015,11,1821
Hồng Kông,2016,1,2851
Hồng Kông,2016,2,2009
Hồng Kông,2016,3,2327
Hồng Kông,2016,4,2971
Hồng Kông,2016,5,2896
Hồng Kông,2016,6,3380
Hồng Kông,2016,7,2963
Hồng Kông,2016,8,3408
Hồng Kông,2016,9,2899
Hồng Kông,2016,10,2857
Hồng Kông,2016,11,3225
Hồng Kông,2016,12,2827
Hồng Kông,2017,1,2984
Hồng Kông,2017,2,3786
Hồng Kông,2017,3,3004
Hồng Kông,2017,4,3669
Hồng Kông,2017,5,3706
Hồng Kông,2017,6,4197
Hồng Kông,2017,7,3889
Hồng Kông,2017,8,4610
Hồng Kông,2017,9,5093
Hồng Kông,2017,10,4228
Hồng Kông,2017,11,3519
Hồng Kông,2017,12,5036
Hồng Kông,2018,1,5575
Hồng Kông,2018,2,3712
Hồng Kông,2018,3,4878
Hồng Kông,2018,4,4048
Hồng Kông,2018,5,3943
Hồng Kông,2018,6,5413
Hồng Kông,2018,7,4826
Hồng Kông,2018,8,6390
Hồng Kông,2018,9,6424
Hồng Kông,2018,10,5541
Hồng Kông,2018,11,5937
Hồng Kông,2018,12,5521
Hồng Kông,2019,1,6324
Hồng Kông,2019,2,4660
Hồng Kông,2019,3,5467
Hồng Kông,2019,4,2949
Hồng Kông,2019,5,3171
Hồng Kông,2019,6,2735
Hồng Kông,2019,7,2397
Hồng Kông,2019,8,2303
Hồng Kông,2019,9,1798
Hồng Kông,2019,10,16434
Hồng Kông,2019,11,2024
Hồng Kông,2019,12,1356
Hồng Kông,2020,1,1505
Hồng Kông,2020,2,1072
Hồng Kông,2020,3,1203
Hồng Kông,2022,1,1
Hồng Kông,2022,2,2
Hồng Kông,2022,3,3
Hồng Kông,2022,4,3
Hồng Kông,2022,5,4
Hồng Kông,2022,6,10
Hồng Kông,2022,7,8
Hồng Kông,2022,8,8
Hồng Kông,2022,9,14
Hồng Kông,2022,10,6
Hồng Kông,2022,11,10
Hồng Kông,2022,12,5
Hồng Kông,2023,1,9
Hồng Kông,2023,2,17
Hồng Kông,2023,3,27
Hồng Kông,2023,4,30
Hồng Kông,2023,5,8
Hồng Kông,2023,6,5
Hồng Kông,2023,7,4
Hồng Kông,2023,8,5
Hồng Kông,2023,9,3
Hồng Kông,2023,10,4
Indonesia,2008,7,1731
Indonesia,2008,9,2177
Indonesia,2008,10,2932
Indonesia,2012,12,5443
Indonesia,2013,1,7074
Indonesia,2013,2,4204
Indonesia,2013,3,5899
Indonesia,2013,4,6679
Indonesia,2013,5,5418
Indonesia,2013,6,5903
Indonesia,2013,7,5862
Indonesia,2013,8,7881
Indonesia,2013,9,4855
Indonesia,2013,10,5264
Indonesia,2013,11,6145
Indonesia,2013,12,5206
Indonesia,2014,1,6923
Indonesia,2014,2,4943
Indonesia,2014,3,5805
Indonesia,2014,4,6464
Indonesia,2014,5,5982
Indonesia,2014,6,6591
Indonesia,2014,7,3766
Indonesia,2014,8,7733
Indonesia,2014,9,5365
Indonesia,2014,10,5201
Indonesia,2014,11,5245
Indonesia,2014,12,4956
Indonesia,2015,1,6060
Indonesia,2015,2,7158
Indonesia,2015,3,4640
Indonesia,2015,4,4494
Indonesia,2015,5,5534
Indonesia,2015,6,4439
Indonesia,2015,7,6535
Indonesia,2015,8,5996
Indonesia,2015,9,4771
Indonesia,2015,10,5291
Indonesia,2015,11,5398
Indonesia,2015,12,5344
Indonesia,2016,1,6161
Indonesia,2016,2,3843
Indonesia,2016,3,6005
Indonesia,2016,4,5215
Indonesia,2016,5,6091
Indonesia,2016,6,4686
Indonesia,2016,7,8261
Indonesia,2016,8,5628
Indonesia,2016,9,5491
Indonesia,2016,10,5418
Indonesia,2016,11,6289
Indonesia,2016,12,6565
Indonesia,2017,1,6990
Indonesia,2017,2,4970
Indonesia,2017,3,6214
Indonesia,2017,4,6573
Indonesia,2017,5,6913
Indonesia,2017,6,5592
Indonesia,2017,7,11072
Indonesia,2017,8,6431
Indonesia,2017,9,6117
Indonesia,2017,10,6206
Indonesia,2017,11,7191
Indonesia,2017,12,6796
Indonesia,2018,1,8264
Indonesia,2018,2,5863
Indonesia,2018,3,6665
Indonesia,2018,4,7522
Indonesia,2018,5,6601
Indonesia,2018,6,9671
Indonesia,2018,7,7134
Indonesia,2018,8,7081
Indonesia,2018,9,8020
Indonesia,2018,10,6444
Indonesia,2018,11,7737
Indonesia,2018,12,6939
Indonesia,2019,1,9813
Indonesia,2019,2,6174
Indonesia,2019,3,8379
Indonesia,2019,4,12174
Indonesia,2019,5,7336
Indonesia,2019,6,10494
Indonesia,2019,7,8317
Indonesia,2019,8,7692
Indonesia,2019,9,9040
Indonesia,2019,10,8706
Indonesia,2019,11,9106
Indonesia,2019,12,9457
Indonesia,2020,1,12378
Indonesia,2020,2,5611
Indonesia,2020,3,3457
Indonesia,2022,1,82
Indonesia,2022,2,100
Indonesia,2022,3,166
Indonesia,2022,4,650
Indonesia,2022,5,2797
Indonesia,2022,6,2342
Indonesia,2022,7,3609
Indonesia,2022,8,3961
Indonesia,2022,9,5767
Indonesia,2022,10,5014
Indonesia,2022,11,5819
Indonesia,2022,12,5777
Indonesia,2023,1,8157
Indonesia,2023,2,5873
Indonesia,2023,3,6881
Indonesia,2023,4,6089
Indonesia,2023,5,10010
Indonesia,2023,6,7471
Indonesia,2023,7,8720
Indonesia,2023,8,7919
Indonesia,2023,9,9556
Indonesia,2023,10,10688
Indonesia,2023,11,11843
Indonesia,2023,12,12173
Indonesia,2024,1,17923
Indonesia,2024,2,12417
Indonesia,2024,3,15351
Indonesia,2024,4,19126
Indonesia,2024,5,15790
Indonesia,2024,6,15502
Indonesia,2024,7,14069
Indonesia,2024,8,12041
Indonesia,2024,9,13391
Indonesia,2024,10,15281
Indonesia,2024,11,15310
Indonesia,2024,12,17892
Indonesia,2025,1,19274
Indonesia,2025,2,16676
Indonesia,2025,3,12876
Indonesia,2025,4,23535
Indonesia,2025,5,17624
Indonesia,2025,6,16879
Indonesia,2025,7,16784
Indonesia,2025,8,14553
Indonesia,2025,9,16655
Indonesia,2025,10,15495
Indonesia,2025,11,18820
Indonesia,2025,12,18025
Indonesia,2026,1,27253
Indonesia,2026,2,18421
Indonesia,2026,3,24585
Indonesia,2026,4,23885
Indonesia,2026,5,21624
Lào,2008,7,2156
Lào,2008,9,4755
Lào,2008,10,1602
Lào,2012,12,13554
Lào,2013,1,10389
Lào,2013,2,6838
Lào,2013,3,8173
Lào,2013,4,8112
Lào,2013,5,7134
Lào,2013,6,9766
Lào,2013,7,17506
Lào,2013,8,15820
Lào,2013,9,12534
Lào,2013,10,8215
Lào,2013,11,9284
Lào,2013,12,9052
Lào,2014,1,8592
Lào,2014,2,13081
Lào,2014,3,9956
Lào,2014,4,11166
Lào,2014,5,13802
Lào,2014,6,13391
Lào,2014,7,16066
Lào,2014,8,15716
Lào,2014,9,10930
Lào,2014,10,9323
Lào,2014,11,6424
Lào,2014,12,8211
Lào,2015,1,8396
Lào,2015,2,9320
Lào,2015,3,9674
Lào,2015,4,10473
Lào,2015,5,3788
Lào,2015,6,6673
Lào,2015,7,9019
Lào,2015,8,12029
Lào,2015,9,16512
Lào,2015,10,11348
Lào,2015,11,9929
Lào,2015,12,9188
Lào,2016,1,7478
Lào,2016,2,7614
Lào,2016,3,11714
Lào,2016,4,9156
Lào,2016,5,11337
Lào,2016,6,8496
Lào,2016,7,16137
Lào,2016,8,12882
Lào,2016,9,15470
Lào,2016,10,11656
Lào,2016,11,13544
Lào,2016,12,11520
Lào,2017,1,10594
Lào,2017,2,17661
Lào,2017,3,7386
Lào,2017,4,9939
Lào,2017,5,11975
Lào,2017,6,10732
Lào,2017,7,14691
Lào,2017,8,20705
Lào,2017,9,11873
Lào,2017,10,8527
Lào,2017,11,8512
Lào,2017,12,8993
Lào,2018,1,9303
Lào,2018,2,8826
Lào,2018,3,16096
Lào,2018,4,8118
Lào,2018,5,10656
Lào,2018,6,7422
Lào,2018,7,15589
Lào,2018,8,9997
Lào,2018,9,10288
Lào,2018,10,8339
Lào,2018,11,6438
Lào,2018,12,8937
Lào,2019,1,6788
Lào,2019,2,11913
Lào,2019,3,7869
Lào,2019,4,7763
Lào,2019,5,8194
Lào,2019,6,4014
Lào,2019,7,5696
Lào,2019,8,6780
Lào,2019,9,12836
Lào,2019,10,9710
Lào,2019,11,9153
Lào,2019,12,7776
Lào,2020,1,9672
Lào,2020,2,14747
Lào,2020,3,12391
Lào,2022,1,1702
Lào,2022,2,1817
Lào,2022,3,1237
Lào,2022,4,1996
Lào,2022,5,4540
Lào,2022,6,7401
Lào,2022,7,11790
Lào,2022,8,16015
Lào,2022,9,9718
Lào,2022,10,6395
Lào,2022,11,7467
Lào,2022,12,7407
Lào,2023,1,7267
Lào,2023,2,14476
Lào,2023,3,6471
Lào,2023,4,8767
Lào,2023,5,7757
Lào,2023,6,9709
Lào,2023,7,15080
Lào,2023,8,16605
Lào,2023,9,11010
Lào,2023,10,7909
Lào,2023,11,7400
Lào,2023,12,8071
Lào,2024,1,7560
Lào,2024,2,14547
Lào,2024,3,11185
Lào,2024,4,10063
Lào,2024,5,10234
Lào,2024,6,11701
Lào,2024,7,16151
Lào,2024,8,19630
Lào,2024,9,10020
Lào,2024,10,8599
Lào,2024,11,9430
Lào,2024,12,19535
Lào,2025,1,15072
Lào,2025,2,18511
Lào,2025,3,17260
Lào,2025,4,11871
Lào,2025,5,12183
Lào,2025,6,13786
Lào,2025,7,25906
Lào,2025,8,19918
Lào,2025,9,13076
Lào,2025,10,10598
Lào,2025,11,10283
Lào,2025,12,10876
Lào,2026,1,11206
Lào,2026,2,15543
Lào,2026,3,19450
Lào,2026,4,14307
Lào,2026,5,13018
Malaysia,2008,7,13587
Malaysia,2008,9,13433
Malaysia,2008,10,14702
Malaysia,2008,11,12341
Malaysia,2008,12,19863
Malaysia,2009,1,18989
Malaysia,2009,2,14202
Malaysia,2009,3,13193
Malaysia,2009,4,13776
Malaysia,2009,5,13927
Malaysia,2009,6,14211
Malaysia,2009,7,10494
Malaysia,2009,8,11914
Malaysia,2009,9,12947
Malaysia,2009,10,8799
Malaysia,2009,11,15633
Malaysia,2009,12,20078
Malaysia,2010,1,13848
Malaysia,2010,2,14318
Malaysia,2010,3,15859
Malaysia,2010,4,16933
Malaysia,2010,5,16846
Malaysia,2010,6,20548
Malaysia,2010,7,16472
Malaysia,2010,8,16629
Malaysia,2010,9,17563
Malaysia,2010,10,17322
Malaysia,2010,11,20318
Malaysia,2010,12,23818
Malaysia,2011,1,17554
Malaysia,2011,2,18109
Malaysia,2011,3,18248
Malaysia,2011,4,16184
Malaysia,2011,5,20060
Malaysia,2011,6,22931
Malaysia,2011,7,21496
Malaysia,2011,8,17565
Malaysia,2011,9,14237
Malaysia,2011,10,18548
Malaysia,2011,11,23417
Malaysia,2011,12,23003
Malaysia,2012,1,20769
Malaysia,2012,2,25302
Malaysia,2012,3,24125
Malaysia,2012,4,23227
Malaysia,2012,5,22976
Malaysia,2012,6,29131
Malaysia,2012,7,23518
Malaysia,2012,8,20588
Malaysia,2012,9,21169
Malaysia,2012,10,21758
Malaysia,2012,11,31050
Malaysia,2012,12,35058
Malaysia,2013,1,23004
Malaysia,2013,2,23682
Malaysia,2013,3,23459
Malaysia,2013,4,29942
Malaysia,2013,5,27274
Malaysia,2013,6,35976
Malaysia,2013,7,26120
Malaysia,2013,8,22760
Malaysia,2013,9,24864
Malaysia,2013,10,25381
Malaysia,2013,11,34037
Malaysia,2013,12,43011
Malaysia,2014,1,25747
Malaysia,2014,2,26560
Malaysia,2014,3,28516
Malaysia,2014,4,35116
Malaysia,2014,5,31721
Malaysia,2014,6,34647
Malaysia,2014,7,16661
Malaysia,2014,8,19284
Malaysia,2014,9,25154
Malaysia,2014,10,21666
Malaysia,2014,11,28877
Malaysia,2014,12,39910
Malaysia,2015,1,25288
Malaysia,2015,2,19269
Malaysia,2015,3,29516
Malaysia,2015,4,29298
Malaysia,2015,5,29294
Malaysia,2015,6,35847
Malaysia,2015,7,21615
Malaysia,2015,8,24531
Malaysia,2015,9,30377
Malaysia,2015,10,26306
Malaysia,2015,11,30175
Malaysia,2015,12,39609
Malaysia,2016,1,29310
Malaysia,2016,2,30567
Malaysia,2016,3,34488
Malaysia,2016,4,33341
Malaysia,2016,5,35821
Malaysia,2016,6,36314
Malaysia,2016,7,26376
Malaysia,2016,8,26207
Malaysia,2016,9,35399
Malaysia,2016,10,32062
Malaysia,2016,11,39381
Malaysia,2016,12,48308
Malaysia,2017,1,32471
Malaysia,2017,2,38478
Malaysia,2017,3,42150
Malaysia,2017,4,39654
Malaysia,2017,5,43296
Malaysia,2017,6,35536
Malaysia,2017,7,32850
Malaysia,2017,8,31082
Malaysia,2017,9,39301
Malaysia,2017,10,40229
Malaysia,2017,11,43526
Malaysia,2017,12,61883
Malaysia,2018,1,44003
Malaysia,2018,2,42947
Malaysia,2018,3,42328
Malaysia,2018,4,48319
Malaysia,2018,5,42871
Malaysia,2018,6,44641
Malaysia,2018,7,31079
Malaysia,2018,8,37848
Malaysia,2018,9,47812
Malaysia,2018,10,40635
Malaysia,2018,11,52338
Malaysia,2018,12,65298
Malaysia,2019,1,48147
Malaysia,2019,2,43369
Malaysia,2019,3,52113
Malaysia,2019,4,61834
Malaysia,2019,5,47006
Malaysia,2019,6,46016
Malaysia,2019,7,38849
Malaysia,2019,8,45482
Malaysia,2019,9,50471
Malaysia,2019,10,46783
Malaysia,2019,11,55788
Malaysia,2019,12,70348
Malaysia,2020,1,50801
Malaysia,2020,2,42199
Malaysia,2020,3,23221
Malaysia,2022,1,177
Malaysia,2022,2,458
Malaysia,2022,3,607
Malaysia,2022,4,2682
Malaysia,2022,5,7578
Malaysia,2022,6,10758
Malaysia,2022,7,13603
Malaysia,2022,8,16299
Malaysia,2022,9,24521
Malaysia,2022,10,23315
Malaysia,2022,11,29181
Malaysia,2022,12,41691
Malaysia,2023,1,37267
Malaysia,2023,2,34992
Malaysia,2023,3,43044
Malaysia,2023,4,34480
Malaysia,2023,5,41718
Malaysia,2023,6,40415
Malaysia,2023,7,30516
Malaysia,2023,8,30261
